,mean,std,mean,std,mean,std
measuredForce0,-86.50450598577045,13.791773250856965,93.28342971580544,14.601292533929703,-257.195444326143,12.754231379407775
measuredForce1,-0.27497903607862517,8.92161160284274,-5.781681121147546,9.59922689591559,-35.559767758211976,15.356193402921843
measuredForce2,44.58932881663294,16.444750828166825,47.80152579115326,18.42453824553937,-77.16539216916505,13.957005074058532
measuredForce3,-24.504462075361477,16.911291694351704,18.678337986639274,18.368152842001592,-27.951432485541183,13.092815343700778
measuredForce4,-30.90952992054195,7.991504056733782,53.20964521672854,8.16108392101897,-113.42458974801607,13.087132372045112
measuredForce5,-137.76663544153428,22.31001298508542,220.76058516136425,25.80965101900725,-557.8897360930572,35.33653258362123
